municipio,uf,bev,phev,hev,mhev,hev_flex,ev_plugin,total
"Paraíso do Sul","RS",1,0,1,0,1,1,3
"Paraíso do Tocantins","TO",9,18,5,4,10,27,46
"Paraisópolis","MG",2,1,0,0,1,3,4
"Parambu","CE",0,1,0,0,0,1,1
"Paramirim","BA",3,1,1,0,0,4,5
"Paramoti","CE",1,0,0,0,0,1,1
"Paranacity","PR",1,2,2,0,4,3,9
"Paranaguá","PR",74,99,20,15,40,173,248
"Paranaíba","MS",2,9,5,13,16,11,45
"Paranaiguara","GO",1,2,0,0,0,3,3
"Paranaíta","MT",0,1,2,0,1,1,4
"Paranapanema","SP",9,8,8,3,7,17,35
"Paranapoema","PR",0,1,0,1,0,1,2
"Paranapuã","SP",0,1,0,0,0,1,1
"Paranatinga","MT",3,3,4,1,2,6,13
"Paranavaí","PR",64,83,18,11,41,147,217
"Paraopeba","MG",5,2,1,1,5,7,14
"Parapuã","SP",2,2,0,0,3,4,7
"Paratinga","BA",1,0,0,0,0,1,1
"Paraty","RJ",32,28,8,1,7,60,76
"Parauapebas","PA",182,134,11,7,68,316,402
"Paraúna","GO",2,7,1,1,9,9,20
"Pardinho","SP",11,15,1,2,9,26,38
"Pareci Novo","RS",2,0,1,0,3,2,6
"Parecis","RO",0,1,0,0,0,1,1
"Parelhas","RN",5,5,1,0,1,10,12
"Pariconha","AL",1,0,0,0,1,1,2
"Parintins","AM",5,3,0,1,1,8,10
"Paripiranga","BA",10,5,0,0,1,15,16
"Paripueira","AL",13,12,4,1,4,25,34
"Pariquera-Açu","SP",4,4,2,2,3,8,15
"Parisi","SP",0,0,0,0,1,0,1
"Parnaíba","PI",248,201,10,4,102,449,565
"Parnamirim","PE",2,0,0,0,0,2,2
"Parnamirim","RN",1136,405,107,60,95,1541,1803
"Parnarama","MA",2,0,1,0,0,2,3
"Parobé","RS",56,12,0,1,10,68,79
"Passa e Fica","RN",8,0,0,0,1,8,9
"Passa Quatro","MG",0,2,0,0,1,2,3
"Passa Sete","RS",0,1,0,0,0,1,1
"Passa Vinte","MG",0,0,0,0,1,0,1
"Passagem","RN",0,1,0,0,0,1,1
"Passagem Franca","MA",1,0,0,0,0,1,1
"Passira","PE",4,0,0,0,0,4,4
"Passo de Camaragibe","AL",0,1,0,0,1,1,2
"Passo de Torres","SC",4,23,6,5,29,27,67
"Passo do Sobrado","RS",3,0,0,0,2,3,5
"Passo Fundo","RS",647,429,94,91,91,1076,1352
"Passos","MG",16,19,19,5,49,35,108
"Passos Maia","SC",1,1,1,0,2,2,5
"Pastos Bons","MA",1,4,0,0,1,5,6
"Pato Bragado","PR",6,2,0,0,1,8,9
"Pato Branco","PR",140,96,32,4,43,236,315
"Patos","PB",56,47,13,14,35,103,165
"Patos de Minas","MG",19,48,25,15,77,67,184
"Patrocínio","MG",13,26,10,5,15,39,69
"Patrocínio Paulista","SP",1,5,0,3,0,6,9
"Patu","RN",3,2,1,1,4,5,11
"Paty do Alferes","RJ",9,14,3,1,6,23,33
"Pau D'Arco","PA",0,1,0,0,0,1,1
"Pau D'Arco","TO",0,1,0,0,0,1,1
"Pau dos Ferros","RN",23,12,2,2,5,35,44
"Paudalho","PE",48,13,2,2,8,61,73
"Paula Cândido","MG",1,0,0,0,2,1,3
"Paula Freitas","PR",0,1,0,0,0,1,1
"Paulicéia","SP",1,3,0,0,1,4,5
"Paulínia","SP",228,322,86,36,127,550,799
"Paulista","PB",2,1,0,0,2,3,5
"Paulista","PE",493,126,23,11,49,619,702
"Paulistana","PI",1,2,0,0,0,3,3
"Paulistânia","SP",1,0,0,0,0,1,1
"Paulo Afonso","BA",23,10,2,2,43,33,80
"Paulo Bento","RS",0,0,0,0,3,0,3
"Paulo de Faria","SP",0,6,0,0,1,6,7
"Paulo Frontin","PR",0,3,0,0,0,3,3
"Paulo Jacinto","AL",0,0,1,0,0,0,1
"Paulo Lopes","SC",10,10,1,0,7,20,28
"Paulo Ramos","MA",0,0,0,1,3,0,4
"Paverama","RS",7,2,0,0,1,9,10
"Pavussu","PI",0,0,0,0,1,0,1
"Pé de Serra","BA",0,1,1,0,0,1,2
"Peabiru","PR",3,1,1,0,1,4,6
"Peçanha","MG",0,0,1,0,1,0,2
"Pederneiras","SP",32,25,9,2,19,57,87
"Pedra","PE",1,1,0,0,0,2,2
"Pedra Bela","SP",3,2,0,0,2,5,7
"Pedra Branca","CE",5,2,2,0,5,7,14
"Pedra do Anta","MG",0,0,1,0,0,0,1
"Pedra do Indaiá","MG",0,0,0,0,1,0,1
"Pedra Dourada","MG",0,0,0,0,1,0,1
"Pedra Lavrada","PB",2,1,0,0,0,3,3
"Pedra Mole","SE",1,0,0,0,0,1,1
"Pedra Preta","MT",1,1,0,1,5,2,8
"Pedralva","MG",0,1,0,0,1,1,2
"Pedranópolis","SP",1,1,0,0,0,2,2
"Pedrão","BA",2,1,0,0,0,3,3
"Pedras Altas","RS",1,0,0,0,0,1,1
"Pedras de Fogo","PB",5,1,0,0,1,6,7
"Pedras Grandes","SC",1,1,1,0,2,2,5
"Pedregulho","SP",2,9,0,1,7,11,19
"Pedreira","SP",18,30,15,1,19,48,83
"Pedreiras","MA",6,5,0,0,5,11,16
"Pedrinhas","SE",1,0,0,0,1,1,2
"Pedrinhas Paulista","SP",0,1,0,0,2,1,3
"Pedrinópolis","MG",0,0,1,0,0,0,1
"Pedro Afonso","TO",0,4,1,0,3,4,8
"Pedro Alexandre","BA",1,0,0,0,0,1,1
"Pedro Canário","ES",1,15,2,0,2,16,20
"Pedro de Toledo","SP",0,2,2,0,1,2,5
"Pedro do Rosário","MA",1,0,0,0,0,1,1
"Pedro Gomes","MS",0,2,2,0,1,2,5
"Pedro II","PI",1,3,0,0,1,4,5
"Pedro Leopoldo","MG",27,14,5,2,6,41,54
"Pedro Osório","RS",1,4,0,1,1,5,7
"Pedro Velho","RN",0,0,0,1,0,0,1
"Peixe","TO",0,0,0,0,1,0,1
"Peixe-Boi","PA",0,0,0,1,0,0,1
"Peixoto de Azevedo","MT",1,10,2,2,6,11,21
"Pejuçara","RS",1,0,1,0,1,1,3
"Pelotas","RS",658,448,108,47,144,1106,1405
"Penaforte","CE",0,1,1,0,1,1,3
"Penalva","MA",0,5,1,0,3,5,9
"Penápolis","SP",22,45,12,7,21,67,107
"Pendências","RN",2,1,0,0,0,3,3
"Penedo","AL",45,35,3,5,10,80,98
"Penha","SC",36,71,13,9,26,107,155
"Pentecoste","CE",1,0,0,0,0,1,1
"Perdigão","MG",0,0,1,0,3,0,4
"Perdizes","MG",1,5,0,2,0,6,8
"Perdões","MG",1,2,1,0,1,3,5
"Pereira Barreto","SP",3,8,3,0,17,11,31
"Pereiras","SP",4,7,0,1,4,11,16
"Pereiro","CE",0,3,0,0,0,3,3
"Peri Mirim","MA",0,1,0,0,1,1,2
"Periquito","MG",0,0,0,1,2,0,3
"Peritiba","SC",3,1,0,0,1,4,5
"Peritoró","MA",1,1,0,0,0,2,2
"Perobal","PR",0,2,0,0,1,2,3
"Pérola","PR",4,4,1,0,3,8,12
"Pérola d'Oeste","PR",10,2,0,0,1,12,13
"Perolândia","GO",0,1,0,0,0,1,1
"Peruíbe","SP",26,33,11,5,23,59,98
"Pescaria Brava","SC",1,2,1,0,3,3,7
"Pesqueira","PE",4,3,0,1,2,7,10
"Petrolândia","PE",1,0,0,0,4,1,5
"Petrolândia","SC",2,4,0,1,1,6,8
"Petrolina","PE",1081,426,62,18,166,1507,1753
"Petrolina de Goiás","GO",3,0,2,0,2,3,7
"Petrópolis","RJ",344,324,100,46,193,668,1007
"Piaçabuçu","AL",6,1,0,0,3,7,10
"Piacatu","SP",2,4,0,1,0,6,7
"Piancó","PB",0,2,0,0,1,2,3
"Piatã","BA",1,1,1,0,2,2,5
"Picada Café","RS",5,4,1,1,2,9,13
"Picos","PI",45,60,14,4,38,105,161
"Picuí","PB",4,1,1,0,2,5,8
"Piedade","SP",22,25,5,4,19,47,75
"Piedade de Caratinga","MG",1,0,0,0,0,1,1
"Piedade de Ponte Nova","MG",0,1,0,0,2,1,3
"Piên","PR",6,3,1,0,0,9,10
"Pilar","AL",8,8,4,0,4,16,24
"Pilar","PB",2,0,0,0,0,2,2
"Pilar de Goiás","GO",0,0,0,0,1,0,1
"Pilar do Sul","SP",13,16,3,11,13,29,56
"Pilões","RN",1,0,0,0,0,1,1
"Pilõezinhos","PB",1,0,0,0,0,1,1
"Pimenta","MG",1,2,0,0,1,3,4
"Pimenta Bueno","RO",1,17,1,0,6,18,25
"Pimenteiras","PI",1,0,0,0,0,1,1
"Pindamonhangaba","SP",80,94,34,12,43,174,263
"Pindaré-Mirim","MA",1,0,1,0,1,1,3
"Pindoba","AL",1,0,0,0,0,1,1
"Pindorama","SP",7,10,5,1,6,17,29
"Pindoretama","CE",6,4,0,0,0,10,10
"Pingo-d'Água","MG",2,0,0,1,0,2,3
"Pinhais","PR",369,363,31,30,45,732,838
"Pinhal","RS",20,0,1,0,4,20,25
"Pinhal de São Bento","PR",2,0,0,0,0,2,2
"Pinhalão","PR",3,0,0,0,2,3,5
"Pinhalzinho","SC",6,25,6,3,6,31,46
"Pinhalzinho","SP",7,4,3,2,5,11,21
"Pinhão","PR",0,3,1,1,1,3,6
"Pinheiral","RJ",23,14,2,1,6,37,46
"Pinheiro","MA",10,14,1,0,8,24,33
"Pinheiro Machado","RS",2,0,1,0,0,2,3
"Pinheiro Preto","SC",1,6,1,0,0,7,8
"Pinheiros","ES",2,12,2,2,4,14,22
"Pinto Bandeira","RS",2,1,0,0,0,3,3
"Pio XII","MA",1,0,0,0,1,1,2
"Piquerobi","SP",1,0,0,0,0,1,1
"Piquet Carneiro","CE",2,2,0,0,0,4,4
"Piquete","SP",2,4,0,1,1,6,8
"Piracaia","SP",18,24,5,5,6,42,58
"Piracanjuba","GO",5,8,1,2,8,13,24
"Piracicaba","SP",940,1248,277,78,372,2188,2915
"Piracuruca","PI",5,6,2,0,5,11,18
"Piraí","RJ",11,8,0,3,17,19,39
"Piraí do Norte","BA",0,1,0,0,0,1,1
"Piraí do Sul","PR",2,5,2,3,4,7,16
"Piraju","SP",6,8,4,1,16,14,35
"Pirajuí","SP",2,8,4,2,7,10,23
"Pirambu","SE",0,1,0,0,0,1,1
"Pirangi","SP",2,5,1,0,3,7,11
"Piranhas","AL",4,8,0,0,2,12,14
"Piranhas","GO",1,5,1,1,4,6,12
"Pirapetinga","MG",18,2,0,0,1,20,21
"Pirapora","MG",0,5,2,2,3,5,12
"Pirapora do Bom Jesus","SP",5,3,0,0,6,8,14
"Pirapozinho","SP",10,10,6,0,10,20,36
"Piraquara","PR",79,55,6,3,11,134,154
"Piraquê","TO",0,1,0,0,0,1,1
"Pirassununga","SP",30,47,18,9,114,77,218
"Piratini","RS",1,3,7,1,1,4,13
"Piratininga","SP",42,37,8,2,8,79,97
"Piratuba","SC",1,5,0,0,2,6,8
"Piraúba","MG",0,1,1,0,3,1,5
"Pirenópolis","GO",0,7,3,0,2,7,12
"Pires do Rio","GO",11,22,6,5,8,33,52
"Pires Ferreira","CE",0,1,0,0,0,1,1
"Piripá","BA",0,1,0,0,0,1,1
"Piripiri","PI",12,11,2,0,4,23,29
"Piritiba","BA",1,2,0,0,0,3,3
"Pitanga","PR",4,13,6,2,1,17,26
"Pitangueiras","SP",8,15,2,3,4,23,32
"Pitangui","MG",6,5,1,1,2,11,15
"Pitimbu","PB",4,2,0,0,1,6,7
"Piúma","ES",19,23,5,2,7,42,56
"Piumhi","MG",4,5,1,1,2,9,13
"Plácido de Castro","AC",2,0,0,0,1,2,3
"Planaltina","GO",0,0,0,1,0,0,1
"Planaltina do Paraná","PR",1,2,2,0,2,3,7
"Planalto","BA",2,2,1,0,1,4,6
"Planalto","PR",2,0,2,0,0,2,4
"Planalto","RS",2,0,1,0,2,2,5
"Planalto","SP",2,1,1,0,0,3,4
"Planalto Alegre","SC",0,0,0,0,2,0,2
"Planalto da Serra","MT",0,2,0,1,0,2,3
"Planura","MG",1,0,0,0,0,1,1
"Poá","SP",65,63,26,15,33,128,202
"Poção","PE",6,0,0,0,1,6,7
"Poção de Pedras","MA",0,0,0,0,2,0,2
"Pocinhos","PB",2,2,0,0,0,4,4
"Poço Branco","RN",6,0,0,0,0,6,6
"Poço das Antas","RS",0,0,0,0,1,0,1
"Poço das Trincheiras","AL",1,0,0,0,0,1,1
"Poço de José de Moura","PB",0,1,0,0,0,1,1
"Poço Fundo","MG",0,3,0,0,3,3,6
"Poço Redondo","SE",1,2,0,1,1,3,5
"Poço Verde","SE",2,0,0,1,1,2,4
"Poções","BA",6,3,0,0,6,9,15
"Poconé","MT",3,10,7,0,11,13,31
"Poços de Caldas","MG",230,211,42,19,102,441,604
"Pojuca","BA",19,9,2,1,14,28,45
"Poloni","SP",2,1,0,0,0,3,3
"Pombal","PB",2,0,0,1,6,2,9
"Pombos","PE",10,3,1,0,1,13,15
"Pomerode","SC",49,63,8,9,13,112,142
"Pompéia","SP",12,27,5,2,17,39,63
"Pompéu","MG",1,3,1,0,2,4,7
"Pongaí","SP",0,2,1,0,0,2,3
"Ponta de Pedras","PA",3,1,0,0,0,4,4
"Ponta Grossa","PR",448,431,102,51,123,879,1155
"Ponta Porã","MS",9,73,15,14,59,82,170
"Pontal","SP",0,21,3,1,3,21,28
"Pontal do Paraná","PR",30,18,4,2,2,48,56
"Pontalina","GO",3,5,2,3,5,8,18
"Pontão","RS",0,0,0,0,2,0,2
"Ponte Alta","SC",2,0,0,0,0,2,2
"Ponte Alta do Norte","SC",0,0,0,0,1,0,1
"Ponte Alta do Tocantins","TO",0,0,0,0,1,0,1
"Ponte Nova","MG",20,19,2,1,9,39,51
"Ponte Preta","RS",2,0,0,0,0,2,2
"Ponte Serrada","SC",2,1,1,0,2,3,6
"Pontes e Lacerda","MT",6,41,7,0,20,47,74
"Pontes Gestal","SP",0,0,1,0,0,0,1
"Ponto Belo","ES",1,3,1,1,1,4,7
"Ponto Novo","BA",0,0,1,0,0,0,1
"Populina","SP",0,2,0,0,0,2,2
"Porangaba","SP",5,2,2,0,5,7,14
"Porangatu","GO",2,13,3,2,6,15,26
"Porciúncula","RJ",2,3,0,0,3,5,8
"Porecatu","PR",5,12,0,1,4,17,22
"Portalegre","RN",0,0,0,1,0,0,1
"Portão","RS",40,33,6,5,15,73,99
"Porteirão","GO",1,1,0,0,0,2,2
"Porteiras","CE",0,0,0,0,1,0,1
"Porteirinha","MG",0,3,0,0,0,3,3
"Portel","PA",5,1,0,1,1,6,8
"Porto","PI",0,1,0,0,0,1,1
"Porto Acre","AC",4,2,0,0,0,6,6
"Porto Alegre","RS",5113,4363,1376,725,1341,9476,12918
"Porto Alegre do Norte","MT",0,2,0,0,0,2,2
"Porto Amazonas","PR",0,1,0,0,1,1,2
"Porto Belo","SC",86,112,21,9,22,198,250
"Porto Calvo","AL",3,1,1,0,3,4,8
"Porto da Folha","SE",0,1,0,0,3,1,4
"Porto de Pedras","AL",2,3,1,0,2,5,8
"Porto dos Gaúchos","MT",0,1,1,1,1,1,4
"Porto Esperidião","MT",1,1,2,0,3,2,7
"Porto Estrela","MT",0,0,0,2,0,0,2
"Porto Feliz","SP",37,55,12,5,52,92,161
"Porto Ferreira","SP",17,54,6,4,25,71,106
"Porto Firme","MG",1,0,0,0,3,1,4
"Porto Franco","MA",4,5,0,0,1,9,10
"Porto Grande","AP",0,1,0,0,0,1,1
"Porto Lucena","RS",0,0,0,0,1,0,1
"Porto Mauá","RS",2,0,0,0,1,2,3
"Porto Murtinho","MS",1,2,0,0,1,3,4
"Porto Nacional","TO",8,13,2,0,7,21,30
"Porto Real","RJ",7,3,1,0,3,10,14
"Porto Real do Colégio","AL",3,5,1,0,0,8,9
"Porto Rico","PR",2,6,0,0,0,8,8
"Porto Seguro","BA",40,34,19,4,53,74,150
"Porto União","SC",25,34,17,4,8,59,88
"Porto Velho","RO",1772,922,173,42,326,2694,3235
"Porto Xavier","RS",2,5,0,1,1,7,9
"Posse","GO",1,2,1,0,0,3,4
"Poté","MG",0,0,0,0,2,0,2
"Potengi","CE",0,1,1,0,0,1,2
"Potim","SP",3,5,1,0,0,8,9
"Potiraguá","BA",0,0,0,0,4,0,4
"Potirendaba","SP",3,1,1,0,5,4,10
"Pouso Alegre","MG",217,280,58,16,77,497,648
"Pouso Redondo","SC",5,16,0,1,3,21,25
"Poxoréu","MT",3,4,0,3,3,7,13
"Pracinha","SP",1,0,0,0,1,1,2
"Prado","BA",3,1,3,0,1,4,8
"Pradópolis","SP",7,11,6,1,5,18,30
"Prados","MG",1,1,1,0,0,2,3
"Praia Grande","SC",2,4,1,0,6,6,13
"Praia Grande","SP",248,271,100,72,146,519,837
"Prainha","PA",0,1,0,0,0,1,1
"Pranchita","PR",1,1,0,0,2,2,4
"Prata","MG",0,0,0,4,1,0,5
"Prata do Piauí","PI",1,0,0,0,0,1,1
"Pratânia","SP",3,2,1,0,0,5,6
"Pratápolis","MG",0,1,0,0,1,1,2
"Pratinha","MG",0,0,0,0,1,0,1
"Presidente Alves","SP",0,2,0,0,0,2,2
"Presidente Bernardes","SP",3,5,0,0,3,8,11
"Presidente Castello Branco","SC",0,1,0,0,0,1,1
"Presidente Castelo Branco","PR",2,1,0,0,1,3,4
"Presidente Dutra","BA",0,2,0,0,2,2,4
"Presidente Dutra","MA",8,4,4,5,1,12,22
"Presidente Epitácio","SP",10,27,4,0,18,37,59
"Presidente Figueiredo","AM",3,1,1,0,0,4,5
"Presidente Getúlio","SC",7,19,1,1,4,26,32
"Presidente Jânio Quadros","BA",1,1,0,0,0,2,2
"Presidente Juscelino","MA",1,0,0,0,0,1,1
"Presidente Kennedy","ES",7,6,6,0,9,13,28
"Presidente Lucena","RS",2,1,0,0,1,3,4
"Presidente Médici","RO",3,0,0,0,2,3,5
"Presidente Nereu","SC",0,0,0,0,1,0,1
"Presidente Olegário","MG",0,0,1,0,0,0,1
"Presidente Prudente","SP",283,464,93,41,220,747,1101
"Presidente Sarney","MA",0,0,0,0,1,0,1
"Presidente Tancredo Neves","BA",3,0,0,0,2,3,5
"Presidente Vargas","MA",1,0,0,0,0,1,1
"Presidente Venceslau","SP",9,14,3,1,18,23,45
"Primavera","PE",0,1,0,0,1,1,2
"Primavera de Rondônia","RO",0,1,0,1,0,1,2
"Primavera do Leste","MT",45,147,28,25,44,192,289
"Primeira Cruz","MA",0,0,0,0,1,0,1
"Primeiro de Maio","PR",3,2,0,0,2,5,7
"Princesa Isabel","PB",1,1,0,0,0,2,2
"Progresso","RS",0,1,0,0,4,1,5
"Promissão","SP",5,15,2,1,5,20,28
"Propriá","SE",5,3,4,1,0,8,13
"Prudente de Morais","MG",1,0,0,0,0,1,1
"Prudentópolis","PR",6,15,6,1,8,21,36
"Putinga","RS",2,2,0,0,1,4,5
"Puxinanã","PB",2,0,0,1,1,2,4
"Quadra","SP",0,3,0,0,1,3,4
"Quaraí","RS",6,6,5,0,2,12,19
"Quarto Centenário","PR",0,2,1,0,0,2,3
"Quatá","SP",1,0,2,0,4,1,7
"Quatiguá","PR",0,2,0,0,2,2,4
"Quatipuru","PA",2,0,0,0,0,2,2
"Quatis","RJ",2,1,0,0,3,3,6
"Quatro Barras","PR",58,46,7,3,8,104,122
"Quatro Irmãos","RS",0,0,1,0,0,0,1
"Quatro Pontes","PR",0,1,1,1,6,1,9
"Quebrangulo","AL",0,1,1,0,1,1,3
"Quedas do Iguaçu","PR",5,4,7,0,1,9,17
"Queimadas","BA",1,0,0,0,0,1,1
"Queimadas","PB",5,3,1,0,2,8,11
"Queimados","RJ",40,36,4,1,24,76,105
"Queiroz","SP",1,0,0,0,0,1,1
"Queluz","SP",1,5,2,0,0,6,8
"Queluzito","MG",2,0,0,0,0,2,2
"Querência","MT",0,4,0,0,4,4,8
"Querência do Norte","PR",0,1,0,0,0,1,1
"Quevedos","RS",1,0,0,0,0,1,1
"Quijingue","BA",0,0,0,0,1,0,1
"Quilombo","SC",8,5,1,1,1,13,16
"Quinta do Sol","PR",0,0,0,0,1,0,1
"Quintana","SP",1,2,5,3,3,3,14
"Quinze de Novembro","RS",3,0,0,0,0,3,3
"Quipapá","PE",1,1,0,0,2,2,4
"Quirinópolis","GO",4,27,4,4,8,31,47
"Quissamã","RJ",4,2,0,3,3,6,12
"Quitandinha","PR",3,4,0,0,0,7,7
"Quiterianópolis","CE",0,1,0,1,1,1,3
"Quixaba","PB",0,0,0,1,0,0,1
"Quixaba","PE",0,0,0,0,1,0,1
"Quixabeira","BA",1,0,0,0,1,1,2
"Quixadá","CE",24,10,4,2,10,34,50
"Quixelô","CE",0,1,0,0,1,1,2
"Quixeramobim","CE",9,14,0,1,2,23,26
"Quixeré","CE",2,0,0,0,1,2,3
"Rafael Fernandes","RN",0,0,1,0,0,0,1
"Rafael Godeiro","RN",0,1,0,0,0,1,1
"Rafard","SP",3,3,0,1,4,6,11
"Rancharia","SP",4,12,3,2,12,16,33
"Rancho Alegre D'Oeste","PR",1,0,0,0,0,1,1
"Rancho Queimado","SC",5,13,0,0,0,18,18
"Raposa","MA",19,3,0,0,3,22,25
"Raposos","MG",1,0,0,0,1,1,2
"Raul Soares","MG",2,1,0,0,0,3,3
"Realeza","PR",1,5,1,1,5,6,13
"Rebouças","PR",1,6,2,0,0,7,9
"Recife","PE",5381,3798,940,466,1249,9179,11834
"Recreio","MG",0,0,0,0,1,0,1
"Redenção","CE",0,1,0,0,1,1,2
"Redenção","PA",17,30,4,2,26,47,79
"Redenção da Serra","SP",0,2,0,0,0,2,2
"Redentora","RS",0,0,0,0,1,0,1
"Reduto","MG",0,1,0,0,0,1,1
"Regeneração","PI",2,2,0,0,0,4,4
"Regente Feijó","SP",17,9,4,3,5,26,38
"Reginópolis","SP",0,0,1,0,3,0,4
"Registro","SP",7,22,9,6,42,29,86
"Relvado","RS",1,1,0,0,0,2,2
"Remanso","BA",1,2,0,0,2,3,5
"Remígio","PB",1,2,1,2,2,3,8
"Renascença","PR",1,1,0,0,0,2,2
"Reriutaba","CE",2,4,0,0,2,6,8
"Resende","RJ",495,116,23,8,89,611,731
"Resende Costa","MG",0,2,0,0,1,2,3
"Reserva","PR",3,2,0,1,4,5,10
"Reserva do Cabaçal","MT",0,0,0,0,1,0,1
"Resplendor","MG",0,1,0,0,3,1,4
"Restinga","SP",1,3,0,0,2,4,6
"Restinga Sêca","RS",6,5,2,0,3,11,16
"Retirolândia","BA",2,1,0,0,0,3,3
"Riachão","MA",0,2,1,0,0,2,3
"Riachão das Neves","BA",3,0,0,0,1,3,4
"Riachão do Bacamarte","PB",0,0,0,0,1,0,1
"Riachão do Dantas","SE",1,1,0,0,0,2,2
"Riachão do Jacuípe","BA",14,5,2,0,2,19,23
"Riacho da Cruz","RN",1,0,0,0,0,1,1
"Riacho das Almas","PE",7,2,0,1,2,9,12
"Riacho de Santana","BA",1,1,0,0,1,2,3
"Riacho de Santana","RN",0,0,1,0,1,0,2
"Riacho dos Cavalos","PB",0,0,0,0,2,0,2
"Riachuelo","RN",1,0,0,0,1,1,2
"Riachuelo","SE",1,0,0,0,0,1,1
"Rialma","GO",4,8,0,3,3,12,18
"Rianápolis","GO",0,0,0,0,1,0,1
"Ribas do Rio Pardo","MS",9,12,1,2,2,21,26
"Ribeira do Amparo","BA",1,1,0,0,0,2,2
"Ribeira do Pombal","BA",16,10,3,4,4,26,37
"Ribeirão","PE",5,1,2,1,1,6,10
"Ribeirão Bonito","SP",3,3,2,1,0,6,9
"Ribeirão Branco","SP",0,1,0,0,1,1,2
"Ribeirão Cascalheira","MT",0,1,0,0,2,1,3
"Ribeirão Claro","PR",3,11,0,0,7,14,21
"Ribeirão Corrente","SP",2,1,0,0,4,3,7
"Ribeirão das Neves","MG",11,11,3,1,6,22,32
"Ribeirão do Pinhal","PR",0,3,1,0,5,3,9
"Ribeirão do Sul","SP",1,2,1,0,3,3,7
"Ribeirão dos Índios","SP",1,0,0,0,1,1,2
"Ribeirão Grande","SP",4,0,0,0,0,4,4
"Ribeirão Pires","SP",81,82,36,13,37,163,249
"Ribeirão Preto","SP",1557,2954,601,386,685,4511,6183
"Ribeiro Gonçalves","PI",0,1,0,0,0,1,1
"Ribeirópolis","SE",2,2,0,0,0,4,4
"Rifaina","SP",2,3,0,0,4,5,9
"Rincão","SP",0,3,0,0,1,3,4
"Rinópolis","SP",1,2,0,1,4,3,8
"Rio Acima","MG",3,0,0,0,0,3,3
"Rio Azul","PR",6,3,1,0,0,9,10
"Rio Bananal","ES",4,19,3,1,12,23,39
"Rio Bonito","RJ",93,28,13,8,21,121,163
"Rio Bonito do Iguaçu","PR",0,1,0,0,0,1,1
"Rio Branco","AC",516,185,29,8,214,701,952
"Rio Branco","MT",1,2,1,0,0,3,4
"Rio Branco do Ivaí","PR",0,2,0,0,0,2,2
"Rio Branco do Sul","PR",11,6,0,0,5,17,22
"Rio Brilhante","MS",7,14,7,4,6,21,38
"Rio Casca","MG",1,1,1,0,2,2,5
"Rio Claro","RJ",9,1,1,0,6,10,17
"Rio Claro","SP",100,245,78,44,186,345,653
"Rio Crespo","RO",0,1,0,0,0,1,1
"Rio das Antas","SC",0,0,1,0,0,0,1
"Rio das Flores","RJ",5,1,0,0,0,6,6
"Rio das Ostras","RJ",154,208,67,21,121,362,571
"Rio das Pedras","SP",21,12,4,1,20,33,58
"Rio de Contas","BA",0,0,0,0,1,0,1
"Rio de Janeiro","RJ",8618,9875,2955,1847,5254,18493,28549
"Rio do Antônio","BA",0,0,0,0,4,0,4
"Rio do Campo","SC",0,1,0,0,1,1,2
"Rio do Fogo","RN",1,0,0,0,0,1,1
"Rio do Oeste","SC",0,6,2,1,1,6,10
"Rio do Pires","BA",0,3,0,0,2,3,5
"Rio do Sul","SC",130,219,34,21,37,349,441
"Rio Doce","MG",1,3,0,0,1,4,5
"Rio dos Cedros","SC",13,4,2,1,2,17,22
"Rio Formoso","PE",2,2,0,0,0,4,4
"Rio Fortuna","SC",1,8,1,0,1,9,11
"Rio Grande","RS",149,100,31,15,36,249,331
"Rio Grande da Serra","SP",5,10,2,1,5,15,23
"Rio Grande do Piauí","PI",0,0,1,0,0,0,1
"Rio Largo","AL",32,19,2,0,14,51,67
"Rio Maria","PA",0,0,0,1,4,0,5
"Rio Negrinho","SC",11,26,3,0,8,37,48
"Rio Negro","MS",1,0,0,0,0,1,1
"Rio Negro","PR",3,11,4,3,11,14,32
"Rio Novo","MG",1,1,0,0,1,2,3
"Rio Novo do Sul","ES",3,6,0,0,4,9,13
"Rio Paranaíba","MG",0,1,0,0,1,1,2
"Rio Pardo","RS",9,2,1,1,12,11,25
"Rio Piracicaba","MG",1,2,0,0,0,3,3
"Rio Pomba","MG",4,2,2,2,4,6,14
"Rio Preto","MG",0,4,0,0,0,4,4
"Rio Preto da Eva","AM",0,2,1,0,0,2,3
"Rio Quente","GO",3,2,0,0,2,5,7
"Rio Real","BA",3,2,0,2,6,5,13
"Rio Tinto","PB",7,2,0,0,3,9,12
"Rio Verde","GO",304,556,125,45,141,860,1171
"Rio Verde de Mato Grosso","MS",3,7,1,0,2,10,13
"Riolândia","SP",0,1,0,1,3,1,5
"Riozinho","RS",0,1,0,0,2,1,3
"Riqueza","SC",1,0,2,1,0,1,4
"Roca Sales","RS",1,1,0,0,4,2,6
"Rochedo","MS",0,0,0,0,2,0,2
"Rodeio","SC",7,12,4,5,3,19,31
"Rodeio Bonito","RS",6,2,0,1,0,8,9
"Rodeiro","MG",0,0,0,0,3,0,3
"Rodolfo Fernandes","RN",1,0,0,0,1,1,2
"Rodrigues Alves","AC",0,0,0,0,1,0,1
"Rolândia","PR",61,58,16,5,14,119,154
"Rolante","RS",16,4,2,1,5,20,28
"Rolim de Moura","RO",15,24,2,2,10,39,53
